GEO_ID,NAICS2017,YEAR,NAICS2017_F,GEO_ID_F,NAICS2017_LABEL,NAME,ASRET,ASTBGN,ASTEND,BENEFIT,BENLGL,BENVOL,CEXTOT,CSTCMT,CSTEFT,CSTELEC,CSTFUGT,CSTFUNG,CSTFUOF,CSTFUON,CSTFUOT,CSTLAND,CSTMPRT,CSTSCNT,DPRTOT,EMP,EMPQ1CW,EMPQ1OC,EMPQ2CW,EMPQ2OC,EMPQ3CW,EMPQ3OC,EMPQ4CW,EMPQ4OC,EMP_IMP,ESTAB,FEDDL,FIRM,HOURS,INVMATB,INVMATE,PAYANCW,PAYANN,PAYANN_IMP,PAYANOC,PAYQTR1,PCHADVT,PCHCMPQ,PCHCSVC,PCHDAPR,PCHEXSO,PCHOEXP,PCHPRTE,PCHRFUS,PCHRPR,PCHTAX,PCHTEMP,PCHTT,PRIDL,RCPCCNDL,RCPCGDL,RCPCWRK,RCPNCW,RCPOTH,RCPTOT,RCPTOT_IMP,RPBLD,RPMCH,RPTOT,SLDL,VALADD
id,2017 NAICS code,Year,2017 NAICS Footnote,Geo Footnote,Meaning of NAICS code,Geographic Area Name,"Total retirements ($1,000)","Gross value of depreciable assets (acquisition costs) at beginning of year ($1,000)","Gross value of depreciable assets at the end of the year ($1,000)","Total fringe benefits ($1,000)","Fringe benefits, legally required expenditures, nonleased employees ($1,000)","Fringe benefits, voluntary expenditures, nonleased employees ($1,000)","Total capital expenditures (new and used) ($1,000)","Selected costs: total ($1,000)","Selected costs: selected power, fuels, and lubricants ($1,000)","Purchased electricity ($1,000)","Selected costs: selected power, fuels, and lubricants: gasoline and diesel fuel ($1,000)","Selected costs: selected power, fuels, and lubricants: natural gas and manufactured gas ($1,000)","Selected costs: selected power, fuels, and lubricants: gasoline and diesel fuel (off highway use) ($1,000)","Selected costs: selected power, fuels, and lubricants: gasoline and diesel fuel (on highway use) ($1,000)","Selected costs: power, fuels, and lubricants: all other fuels and lubricants ($1,000)","Cost of purchased land ($1,000)","Materials, parts, containers, packaging, etc. used ($1,000)","Cost of construction work subcontracted out to others ($1,000)","Depreciation charges during year ($1,000)",Number of paid employees for pay period including March 12,Number of construction workers in March,Number of other employees in March,Number of construction workers in June,Number of other employees in June,Number of construction workers in September,Number of other employees in September,Number of construction workers in December,Number of other employees in December,Range indicating percent of total employees imputed,Number of establishments,"Value of construction work on federally owned projects ($1,000)",Number of firms,"Production workers hours (1,000)","Materials and supplies inventories, beginning of year ($1,000)","Materials and supplies inventories, end of year ($1,000)","Total payroll, construction workers wages ($1,000)","Annual payroll ($1,000)",Range indicating percent of total annual payroll imputed,"Total payroll, other employees wages ($1,000)","First-quarter payroll ($1,000)","Advertising and promotional services ($1,000)","Expensed computer hardware and other equipment ($1,000)","Communication services ($1,000)","Data processing and other purchased computer services ($1,000)","Expensed purchases of software ($1,000)","All other expenses ($1,000)","Purchased professional and technical services ($1,000)","Refuse removal (including hazardous waste) services ($1,000)","Repair and maintenance services of buildings and/or machinery ($1,000)","Taxes and license fees ($1,000)","Temporary staff and leased employee expenses ($1,000)","Total other expenses ($1,000)","Value of construction work on privately owned projects ($1,000)","Value of construction work subcontracted in from others ($1,000)","Value of construction work on government owned projects ($1,000)","Value of construction work ($1,000)","Net value of construction work ($1,000)","Other business receipts ($1,000)","Value of sales, shipments, receipts, revenue, or business done ($1,000)","Range indicating percent of total sales, value of shipments, or revenue imputed","Rental payments for buildings and other structures ($1,000)","Rental payments for machinery and equipment ($1,000)","Total rental payments ($1,000)","Value of construction work on state and locally owned projects ($1,000)","Value added ($1,000)"
0100000US,23,2017,null,null,Construction,United States,N,N,N,115108985,55230322,59878663,N,1072394254,49199385,7925765,36730179,2544772,7692092,29038087,1998669,12748507,601227462,409218900,N,6658490,4962903,1695587,5434686,1675565,5508175,1671632,5495151,1742702,N,714939,N,700952,11013393,76056555,77480460,274522156,398535646,N,124013490,89214663,6323810,4017233,6855978,2010262,2237510,72927775,11260940,2286564,9636330,8838518,10184293,136579213,N,N,N,N,N,N,1999109623,N,13609746,19864689,33474435,N,926715369
0100000US,236,2017,null,null,Construction of buildings,United States,N,N,N,20162313,10241311,9921002,N,569053466,15174746,3494915,10225025,952181,1531117,8693908,502625,12018995,244893835,296965890,N,1354437,858808,495629,1013696,504050,1019324,498623,1034747,538026,N,214217,N,211294,1975077,53905571,55835633,45281877,86018409,N,40736532,20017200,2764006,1248121,2146593,711938,856702,21205011,3821467,834599,1589292,2597363,3001802,40776894,N,N,N,N,N,N,804780210,N,3388910,2817326,6206236,N,235726744
0100000US,2361,2017,null,null,Residential building construction,United States,N,N,N,6969763,4330402,2639361,N,234190220,6581208,1754653,4194272,435501,570400,3623872,196782,11913224,114741846,100953942,N,690798,448304,242494,583912,252162,587814,248197,601474,283468,N,171901,N,170510,1072048,50516468,52403004,19162776,37329431,N,18166655,8702165,1992372,522747,1191559,317301,379177,11304364,1841381,552392,774773,1577041,1595926,22049033,N,N,N,N,N,N,342108601,N,1872372,921731,2794103,N,107918381
0100000US,23611,2017,null,null,Residential building construction,United States,N,N,N,6969763,4330402,2639361,N,234190220,6581208,1754653,4194272,435501,570400,3623872,196782,11913224,114741846,100953942,N,690798,448304,242494,583912,252162,587814,248197,601474,283468,N,171901,N,170510,1072048,50516468,52403004,19162776,37329431,N,18166655,8702165,1992372,522747,1191559,317301,379177,11304364,1841381,552392,774773,1577041,1595926,22049033,N,N,N,N,N,N,342108601,N,1872372,921731,2794103,N,107918381
0100000US,236115,2017,null,null,New single-family housing construction (except for-sale builders),United States,N,N,N,1659520,1057737,601783,N,50678919,2221569,593213,1439137,109381,205808,1233329,79838,924439,29404778,18128133,N,172426,115386,57040,128550,66390,120194,59866,132233,66020,N,48695,N,48524,250493,3879944,3931971,4619236,8427761,N,3808525,1867580,359216,115763,324910,68166,95493,1984095,392663,109391,186241,308961,333642,4278541,N,N,N,N,N,N,67246661,N,435141,274936,710077,N,16567742
0100000US,236116,2017,null,null,New multifamily housing construction (except for-sale builders),United States,N,N,N,771588,365584,406004,N,40748897,738471,380999,331327,20332,71334,259993,5813,162836,14940810,24906780,N,45325,24732,20593,25575,21256,25233,21294,25831,21202,N,3230,N,3159,51602,294183,243304,1876949,3689266,N,1812317,870370,76703,52647,82337,57777,52368,926242,243913,57478,55083,132696,172739,1909983,N,N,N,N,N,N,48064911,N,114988,158696,273684,N,7316014
0100000US,236117,2017,null,null,New housing for-sale builders,United States,N,N,N,1649470,966241,683229,N,97341251,1812873,446594,1088892,221797,154466,934426,55590,10717920,42228086,42582372,N,133969,52134,81835,53882,78755,55826,81347,61164,87120,N,17112,N,16450,117212,44499431,46293479,3582531,10147335,N,6564804,2625992,980946,193615,394878,98863,117315,5295336,680539,242101,306371,738478,508612,9557054,N,N,N,N,N,N,147319407,N,519409,173592,693001,N,49978156
0100000US,236118,2017,null,null,Residential remodelers,United States,N,N,N,2889185,1940840,948345,N,45421153,1808295,333847,1334916,83991,138792,1196124,55541,108029,28168172,15336657,N,339078,256052,83026,375905,85761,386561,85690,382246,109126,N,102864,N,102442,652741,1842910,1934250,9084060,15065069,N,5981009,3338223,575507,160722,389434,92495,114001,3098691,524266,143422,227078,396906,580933,6303455,N,N,N,N,N,N,79477622,N,802834,314507,1117341,N,34056469
0100000US,2362,2017,null,null,Nonresidential building construction,United States,N,N,N,13192550,5910909,7281641,N,334863246,8593538,1740262,6030753,516680,960717,5070036,305843,105771,130151989,196011948,N,663639,410504,253135,429784,251888,431510,250426,433273,254558,N,42316,N,40866,903029,3389103,3432629,26119101,48688978,N,22569877,11315035,771634,725374,955034,394637,477525,9900647,1980086,282207,814519,1020322,1405876,18727861,N,N,N,N,N,N,462671609,N,1516538,1895595,3412133,N,127808363
0100000US,23621,2017,null,null,Industrial building construction,United States,N,N,N,1495436,650284,845152,N,17953138,521634,57645,416311,31192,80970,335341,16486,978,8183518,9247008,N,77248,54003,23245,53612,19410,54143,18919,53189,19794,N,3203,N,3012,114260,280840,262436,3255316,5009101,N,1753785,1210897,31469,53677,55287,25231,25164,726184,119114,22703,57385,48588,100333,1265135,N,N,N,N,N,N,30268017,N,156846,179225,336071,N,12314879
0100000US,236210,2017,null,null,Industrial building construction,United States,N,N,N,1495436,650284,845152,N,17953138,521634,57645,416311,31192,80970,335341,16486,978,8183518,9247008,N,77248,54003,23245,53612,19410,54143,18919,53189,19794,N,3203,N,3012,114260,280840,262436,3255316,5009101,N,1753785,1210897,31469,53677,55287,25231,25164,726184,119114,22703,57385,48588,100333,1265135,N,N,N,N,N,N,30268017,N,156846,179225,336071,N,12314879
0100000US,23622,2017,null,null,Commercial and institutional building construction,United States,N,N,N,11697114,5260625,6436489,N,316910108,8071904,1682617,5614442,485488,879747,4734695,289357,104793,121968471,186764940,N,586391,356501,229890,376172,232478,377367,231507,380084,234764,N,39113,N,37912,788769,3108263,3170193,22863785,43679877,N,20816092,10104138,740165,671697,899747,369406,452361,9174463,1860972,259504,757134,971734,1305543,17462726,N,N,N,N,N,N,432403592,N,1359692,1716370,3076062,N,115493484
0100000US,236220,2017,null,null,Commercial and institutional building construction,United States,N,N,N,11697114,5260625,6436489,N,316910108,8071904,1682617,5614442,485488,879747,4734695,289357,104793,121968471,186764940,N,586391,356501,229890,376172,232478,377367,231507,380084,234764,N,39113,N,37912,788769,3108263,3170193,22863785,43679877,N,20816092,10104138,740165,671697,899747,369406,452361,9174463,1860972,259504,757134,971734,1305543,17462726,N,N,N,N,N,N,432403592,N,1359692,1716370,3076062,N,115493484
0100000US,237,2017,null,null,Heavy and civil engineering construction,United States,N,N,N,20438575,9868305,10570270,N,142781990,11222458,1250630,8799605,556048,2898691,5900914,616175,553955,85952534,45053043,N,979204,753407,225797,849171,224461,868517,223400,814734,220414,N,37648,N,34938,1776510,6449109,5626885,52713797,69870369,N,17156572,15039340,326224,558196,804986,311787,311534,13332165,1981307,317702,2902688,1547328,1148777,23542694,N,N,N,N,N,N,308987224,N,1360732,5935810,7296542,N,166205234
0100000US,2371,2017,null,null,Utility system construction,United States,N,N,N,11261387,5539389,5721998,N,59105469,5322447,563130,4401164,115630,1115496,3285668,242523,19996,34039282,19723744,N,570952,460484,110468,493047,106686,508605,106202,495727,106625,N,18877,N,17307,1055876,1884920,1900753,32342216,40789446,N,8447230,9176617,169904,322928,419460,115596,147729,6936872,903205,137584,1404349,762349,475848,11795824,N,N,N,N,N,N,152922757,N,720424,3544321,4264745,N,93817288
0100000US,23711,2017,null,null,Water and sewer line and related structures construction,United States,N,N,N,2620788,1272555,1348233,N,21489224,1407052,159966,1137851,32276,396805,741046,76959,11178,14001400,6069594,N,146957,113903,33054,124499,33604,124868,33791,123991,34289,N,10698,N,10505,259173,731707,757976,6590369,9263901,N,2673532,2015621,59433,69301,115008,31567,42414,1772644,329385,39371,387148,192744,92203,3131218,N,N,N,N,N,N,42167227,N,209585,782888,992473,N,20678003
0100000US,237110,2017,null,null,Water and sewer line and related structures construction,United States,N,N,N,2620788,1272555,1348233,N,21489224,1407052,159966,1137851,32276,396805,741046,76959,11178,14001400,6069594,N,146957,113903,33054,124499,33604,124868,33791,123991,34289,N,10698,N,10505,259173,731707,757976,6590369,9263901,N,2673532,2015621,59433,69301,115008,31567,42414,1772644,329385,39371,387148,192744,92203,3131218,N,N,N,N,N,N,42167227,N,209585,782888,992473,N,20678003
0100000US,23712,2017,null,null,Oil and gas pipeline and related structures construction,United States,N,N,N,3510811,1741304,1769507,N,14660112,1271835,186627,1014662,22695,389970,624692,47851,8688,7976796,5402793,N,200209,161083,39126,178963,37768,185897,37426,179966,37104,N,2200,N,1836,386586,396831,374974,11958569,14673417,N,2714848,3374430,39622,89899,88864,31173,46643,1922915,173981,46250,424890,197319,121796,3183352,N,N,N,N,N,N,48940291,N,207711,1518925,1726636,N,34280179
0100000US,237120,2017,null,null,Oil and gas pipeline and related structures construction,United States,N,N,N,3510811,1741304,1769507,N,14660112,1271835,186627,1014662,22695,389970,624692,47851,8688,7976796,5402793,N,200209,161083,39126,178963,37768,185897,37426,179966,37104,N,2200,N,1836,386586,396831,374974,11958569,14673417,N,2714848,3374430,39622,89899,88864,31173,46643,1922915,173981,46250,424890,197319,121796,3183352,N,N,N,N,N,N,48940291,N,207711,1518925,1726636,N,34280179
0100000US,23713,2017,null,null,Power and communication line and related structures construction,United States,N,N,N,5129788,2525530,2604258,N,22956133,2643560,216537,2248651,60659,328721,1919930,117713,130,12061086,8251357,N,223786,185498,38288,189585,35314,197840,34985,191770,35232,N,5979,N,5020,410117,756382,767803,13793278,16852128,N,3058850,3786566,70849,163728,215588,52856,58672,3241313,399839,51963,592311,372286,261849,5481254,N,N,N,N,N,N,61815239,N,303128,1242508,1545636,N,38859106
0100000US,237130,2017,null,null,Power and communication line and related structures construction,United States,N,N,N,5129788,2525530,2604258,N,22956133,2643560,216537,2248651,60659,328721,1919930,117713,130,12061086,8251357,N,223786,185498,38288,189585,35314,197840,34985,191770,35232,N,5979,N,5020,410117,756382,767803,13793278,16852128,N,3058850,3786566,70849,163728,215588,52856,58672,3241313,399839,51963,592311,372286,261849,5481254,N,N,N,N,N,N,61815239,N,303128,1242508,1545636,N,38859106
0100000US,2372,2017,null,null,Land subdivision,United States,N,N,N,263342,133675,129667,N,4219329,311398,55750,225088,16226,91457,133631,14334,476609,2402096,1029226,N,22997,9583,13414,10167,13233,10202,13209,11796,13311,N,4892,N,4790,21994,891204,886579,535116,1549849,N,1014733,386925,42099,13136,30052,13420,9924,423272,103577,14194,33744,67397,37730,788545,N,N,N,N,N,N,8985316,N,28896,19998,48894,N,4765987
